# gaia,tmass,pmra,pmdec,d,plx,m_h,m_h_err,alpha_m,alpha_m_err
1535676654880693248,12242950+4408525,-12.3276351314,-169.856639457,471.601281281,2.12043529077,-1.47866153717,0.0263184327632,0.562938988209,0.0274755358696
1535676654880693248,12242950+4408525,-12.3276351314,-169.856639457,471.601281281,2.12043529077,-1.47866153717,0.0263184327632,0.562938988209,0.0274755358696
3675441288872569088,12443963-0748355,-48.419791596,-22.4167079212,926.856737293,1.07891539195,-1.90796160698,0.0409843958914,0.325308978558,0.0423393920064
3525736595998110464,12512523-1329276,-273.284065134,-321.316456026,196.513308414,5.08871387934,-1.2554615736,0.0142736230046,0.295908987522,0.0164707805961
1555472403960996352,13034808+4848106,-57.6825067079,-50.8919227325,888.052506674,1.1260595432,-1.58256149292,0.014687073417,0.288109004498,0.0180654004216
1554196489438794368,13060638+4711558,-19.8735347191,-167.350081715,391.724084081,2.55281725234,-0.971621572971,0.0270059872419,0.0661059990525,0.0247336067259
1554196489438794368,13060638+4711558,-19.8735347191,-167.350081715,391.724084081,2.55281725234,-0.971621572971,0.0270059872419,0.0661059990525,0.0247336067259
1461066480175878912,13090031+2820411,7.30658029235,-152.224008393,391.713619423,2.55288545104,-1.03184890747,0.0241945646703,0.131145000458,0.0220216885209
1461066480175878912,13090031+2820411,7.30658029235,-152.224008393,391.713619423,2.55288545104,-1.03184890747,0.0241945646703,0.131145000458,0.0220216885209
1522481695009696256,13093067+3725436,-97.9927465718,-63.3629194876,538.330143684,1.85759614566,-0.838641524315,0.0258650872856,0.130238994956,0.0230177119374
1459969201930111616,13144875+2724038,-35.5847681154,-89.3343888037,915.411286859,1.09240514549,-1.43686151505,0.0138947637752,0.287208974361,0.016778787598
1463509079616458496,13161075+3146434,48.9931457936,-538.344699116,124.674821313,8.02086571667,-0.876008987427,0.0185938607901,0.0718620046973,0.0135882915929
1469548353390801152,13273104+3257183,-1.97750438494,-61.1730011282,926.673641866,1.07912856784,-0.388471543789,0.0115667246282,0.0605589970946,0.0115430597216
1468648192668089728,13320138+3212483,-97.74793357,-80.4114282344,635.171797557,1.57437720605,-1.54806149006,0.0155853312463,0.277438998222,0.0188625380397
1448782427032021632,13330819+2710250,-48.2208440513,-83.4105761082,573.909858904,1.74243391098,-0.36332154274,0.0157716032118,0.157668992877,0.0144756389782
1448782427032021632,13330819+2710250,-48.2208440513,-83.4105761082,573.909858904,1.74243391098,-0.316861540079,0.0164646562189,0.153309002519,0.0147417448461
1448782427032021632,13330819+2710250,-48.2208440513,-83.4105761082,573.909858904,1.74243391098,-0.36332154274,0.0157716032118,0.157668992877,0.0144756389782
1448782427032021632,13330819+2710250,-48.2208440513,-83.4105761082,573.909858904,1.74243391098,-0.316861540079,0.0164646562189,0.153309002519,0.0147417448461
1470846906686088192,13381574+3454128,-17.8950398077,-208.149843964,289.805605264,3.45058888385,-0.979351520538,0.0118616884574,0.242028996348,0.0134342033416
1454740062071816576,13395246+2750228,-75.1298045982,-150.987622274,450.853263364,2.21801655053,-1.65696156025,0.0438488386571,0.348828971386,0.041995935142
1454836234977197056,13433713+2831179,-84.7863872497,-52.5625418437,580.128566523,1.72375583225,-0.60115903616,0.0215697083622,0.244724988937,0.0210372526199
1454836234977197056,13433713+2831179,-84.7863872497,-52.5625418437,580.128566523,1.72375583225,-0.676178991795,0.0166173297912,0.235844999552,0.0174978598952
1454836234977197056,13433713+2831179,-84.7863872497,-52.5625418437,580.128566523,1.72375583225,-0.60115903616,0.0215697083622,0.244724988937,0.0210372526199
1454836234977197056,13433713+2831179,-84.7863872497,-52.5625418437,580.128566523,1.72375583225,-0.676178991795,0.0166173297912,0.235844999552,0.0174978598952
6295320345285768448,13441194-1635502,-43.6027028914,-35.1725223418,972.578544808,1.02819459193,-0.386208981276,0.0202704556286,0.0724310055375,0.0175461024046
1471541630532452224,13455215+3653309,52.5064049521,-122.337410451,371.372019085,2.69271767556,-0.590449035168,0.0185647755861,0.23586499691,0.0174403004348
1451410908361624064,13464496+2655502,0.898178902032,-77.9550594153,694.65781033,1.43955770039,-0.291038990021,0.011309152469,0.100914999843,0.00670042540878
1451410908361624064,13464496+2655502,0.898178902032,-77.9550594153,694.65781033,1.43955770039,-0.291038990021,0.011309152469,0.100914999843,0.00670042540878
1451555837737711872,13485213+2740093,-235.095009008,-198.94714995,217.476578983,4.59819629625,-0.841891527176,0.0213035978377,0.107528999448,0.0195433292538
1497021781714255488,13515802+4002269,27.9054806375,-96.9527706895,747.83645496,1.33719076326,-1.90186154842,0.0206671450287,0.245219007134,0.0254189576954
3664595018981199744,13534834+0211191,-102.07283664,-12.1212734833,805.625824732,1.2412710334,-1.00696158409,0.0306703485548,0.15898899734,0.0270301997662
1502700140796560512,13590798+4456457,-27.3636828283,-283.737634857,220.514279662,4.53485371347,-0.457728981972,0.0137728750706,0.200014993548,0.0119193447754
1505814816719962752,14065711+4558440,15.0876665428,-74.4745933371,952.71752614,1.04962905852,-1.73456156254,0.0267760008574,0.229008987546,0.0299569219351
1505814816719962752,14065711+4558440,15.0876665428,-74.4745933371,952.71752614,1.04962905852,-1.6616615057,0.0327564030886,0.247829005122,0.0340579412878
1505814816719962752,14065711+4558440,15.0876665428,-74.4745933371,952.71752614,1.04962905852,-1.73456156254,0.0267760008574,0.229008987546,0.0299569219351
